rome_code,description
H2205,"Réalise des opérations de débit (sciage de tête, de reprise, ...) ou de triage (classement qualitatif, dimensionnel) de bois d''essences diverses selon les règles de sécurité et les impératifs de production (optimisation des découpes, qualité, coûts, délais, ...).
Peut effectuer des opérations de valorisation (traitement, séchage, délignage, tronçonnage, corroyage, ...) et de stockage du bois débité.
Peut coordonner une équipe."
H2206,"Façonne et assemble à l''unité ou en petite série des pièces de bois destinées à l''agencement (cloisons, ...) ou à la construction (fenêtres, ...), manuellement ou à l''aide de machines, selon les règles de sécurité.
Effectue la mise en place et le montage final des structures réalisées sur site.
Peut concevoir de nouveaux agencements ou menuiseries, restaurer des ouvrages anciens. Peut être spécialisé dans la fabrication de fûts, tonneaux.
Peut coordonner une équipe et diriger une structure."
H2207,"Met en forme et assemble, à l''unité ou en petite série, du mobilier (sièges, armoires, ...) régional, de style, rustique ou contemporain, en bois massif ou plaqué, manuellement ou à l''aide de machines selon les règles de sécurité.
Peut reproduire ou restaurer des pièces anciennes (mobilier, ...), appliquer des produits de protection ou décorer des meubles (marqueterie, sculpture, ...).
Peut coordonner une équipe et diriger une structure."
H2208,"Réalise, à l''unité ou en petite série, tout ou partie d''objets décoratifs en bois massif ou de placage (statuaire, jouet, marqueterie...) ou l''encadrement et la protection d''oeuvres graphiques ou d''objets (sculpture, ...).
Peut restaurer des ouvrages d''art en bois et transmettre son savoir-faire.
Peut coordonner une équipe et diriger une structure."
H2209,"Conçoit des produits relatifs aux industries de l''ameublement et du bois et les formalise par des plans normés ou définit les éléments nécessaires à leur fabrication (dossier, devis de production, cahier des charges, ...) selon les impératifs de production (quantités, délais, qualité, ...).
Peut élaborer des procédures qualité et des solutions d''amélioration de productivité (techniques, organisationnelles, ...).
Peut coordonner une équipe."
H2301,"Surveille et régule une installation de transformation chimique, thermique ou physique de produits chimiques, pharmaceutiques ou de parfumerie, selon les normes d''hygiène, de sécurité, les normes environnementales et les impératifs de production (qualité, coûts, délais, ...). Effectue des contrôles de conformité des matières en cours de production. Met en oeuvre des mesures correctives définies en cas de dysfonctionnement des équipements et anomalies de réaction des produits transformés.
Peut piloter l''installation à distance (salle de contrôle, ...) et réaliser la maintenance de premier niveau.
Peut suivre et analyser les données de production."
H2401,"Réalise les opérations de montage et d''assemblage d''articles en cuir ou autres matériaux souples (maroquinerie, chaussures, gants, voiles, ...) sur une chaîne de fabrication, selon les règles de sécurité et les impératifs de production (qualité, délais, ...).
Peut réaliser des opérations de préparation de pièces (soufflets, tiges, ...), de finition d''articles.
Peut réaliser des prototypes et coordonner une équipe."
H2402,"Réalise tout ou partie des opérations de montage/assemblage d''articles à base d''étoffes (vêtements, linge de maison, ...) sur une chaîne de production, au moyen de diverses machines à coudre programmables ou non (piqueuse plate, surjeteuse, automate de couture, ...), selon les règles de sécurité et les impératifs de production (qualité, délais, ...).
Peut réaliser des opérations de finition et de conditionnement.
Peut coordonner une équipe."
H2403,"Alimente et conduit une ou plusieurs machines de broderie industrielle ou de production de tissu/maille au mètre, en panneau ou en forme (tissage, tricotage, tuftage, tressage, dentelle). Intervient selon les règles de sécurité et les impératifs de production (qualité, délais, ...). Contrôle l''aspect du produit textile.
Peut régler les équipements et effectuer des opérations de maintenance de premier niveau des métiers et équipements.
Peut analyser les données de production et proposer les ajustements nécessaires.
Peut coordonner les interventions des agents de l''équipe."
H2404,"Alimente et surveille une ou plusieurs machines de transformation de matières ou fibres (d''origine végétale, animale, chimique ou minérale) en fil, selon les règles de sécurité et les impératifs de production (qualité, délai, ...). Passe les fils, mèches, rubans dans les supports de guidage ou d''entraînement et réalise des rattaches (casse de fil, ...).
Peut régler les équipements et effectuer des réparations.
Peut coordonner les interventions des agents de l''équipe."
H2405,"Surveille et conduit une installation automatisée de formation et de consolidation (filage par extrusion, cardage, enchevêtrement des fibres, agglomération chimique, ...) de textiles nontissés, à usage technique ou domestique. Intervient selon les règles de sécurité, les normes environnementales et les impératifs de production (qualité, coûts, délais, ...). Contrôle l''état des équipements de production et l''aspect de produits textiles nontissés.
Peut contrôler la composition des produits, effectuer des opérations de réparation sur les nappes ou bobines obtenues et effectuer des opérations de maintenance de premier niveau sur les outils (planche à aiguilles, ...).
Peut analyser les données de production et proposer les ajustements nécessaires."
H2406,"Réalise le blanchiment, la teinture, l''apprêt (encollage, enduction, ...) et le complexage de fils, tissus et tricots. Obtient une consistance, un toucher, une couleur, un aspect, une caractéristique par des opérations chimiques, mécaniques, thermiques, au moyen de machines. Intervient selon les règles de sécurité et les impératifs de production (optimisation de la matière, qualité, délais, ...). Guide et contrôle le passage du textile dans les équipements (rame, ...).
Peut réaliser le mélange des produits, déterminer les ajustements et effectuer la maintenance de premier niveau des équipements.
Peut coordonner une équipe d''opérateurs (aide-conducteur, ...)."
H2407,"Réalise une ou plusieurs opérations de transformation de peaux brutes en cuir, peausserie, ... (tannage, séchage, refente, ...) selon les règles de sécurité et les impératifs de production (optimisation de la matière, qualité, délais, ...).
Peut préparer les produits de traitement des peaux, régler les équipements et effectuer la maintenance de premier niveau de machines/équipements.
Peut coordonner une équipe."
H2408,"Reproduit, au moyen de machines d''impression textile, des motifs de couleurs sur nappes textiles (tissu, tricot, nontissé, ...) de différentes fibres (coton, soie, viscose, polyester, polyamide, ...). Intervient selon les règles de sécurité et les impératifs de production (optimisation de la matière, qualité, délais, ...).
Réalise les diagnostics en cas de non-conformité de l''impression et détermine les ajustements. Peut effectuer la maintenance de premier niveau des équipements.
Peut coordonner une équipe d''opérateurs (aide-imprimeur, ...)."
H2409,"Réalise des opérations de coupe en série de pièces de vêtements, d''articles de maroquinerie, de chaussures, ... dans différents matériaux souples (tissu, cuir, ...), au moyen de ciseaux électriques, emporte-pièces, machines de découpe. Intervient selon les règles de sécurité et les impératifs de production (optimisation de la matière, qualité, délais, ...).
Peut réaliser des opérations de matelassage, de découpe au ciseau manuel (prototype, ...).
Peut effectuer des opérations d''entretien de machines/équipements.
Peut coordonner une équipe."
